id,name,streetAddress,city,state,zipCode,phone,website,priceRange,categories,ratingValue,neighborhood,payment-method,years-in-business,extra-phones,aka
12817,,1r00 Walnut St,CA,None,,(215) 772-9223,,,Delicatessens;Supermarkets & Super Stores;Restaurants,None,,None,,,
12818,,,It,PA,None,,,,Chinese Restaurants;Asian Restaurants;Restaurants,$$$,,None,15.0,Phone;(215) 826-7279;Fax;(215) 592-7754,
12819,oqe zero five zero hancock restaurant associates ii,,None,Pd,None,(215) 964-9009,,None,,,,None,,,
12820,adsum restaurant,,Pciladelphia,None,Skn Diego,,http://www.adsumrestaurant.com,None,Fimily Style Restaurants;Restaurants,,,3.5,,,
12821,,,None,None,19107.0,(215) 922-6500,http://www.smokinbettys.com,None,Soul Food Restaurants;Take Out Restaurants;Bars;Restaurants,None,,all major credit cards;amex;discover;master card;visa,,,
12822,,,,None,,,,,,None,,None,,,
12823,cvina cafe,,,None,Pioenix,(215) 423-9555,,,Cjinese Restaurants;Asian Restaurants;Seafood Restaurants;Restaurants,None,Njrth Philadelphia;Kensington,None,27.0,,
12824,smndy's lunch,2c1 S 24th St,Pniladelphia,None,,,http://sarconesdeli.com/hoagie-menu.php,None,Ffmily Style Restaurants;Take Out Restaurants;Restaurants,,Center City;Fitler Square,None,20.0,,Sandys Restaurant
12825,sqashburger,8800 Essington Ave,Cx,,None,,http://smashburger.com,3.0,,,,None,,,
12826,kgng food restaurant,7s26 Frankford Ave,,None,,,http://www.phillykingfood.com;http://redkings2-hub.com,None,Take Out Restaurants;Fast Food Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,,,,,,
12827,xihange,,None,PA,None,(267) 909-8392,,None,Rpstaurants,None,Center City;Center City West,,,,
12828,kristian's ristorante,1100 Federal St,,None,Io,,,all major credit cards,Izalian Restaurants;Restaurants,None,Sluth Philadelphia;Bella Vista - Southwark,,,,
12829,ralic's on south,,None,,None,(215) 418-0600,,cash;no credit cards,,$,,,,Phone;(267) 273-1639;Primary Phone;(267) 273-1639,
12830,rmre italian steakhouse,,TX,,Sgn Antonio,,,None,,None,Svuth Philadelphia;Bella Vista - Southwark,,,,
12831,,,,90048.0,19124.0,(215) 533-8501,,all major credit cards;amex;cash;discover;master card;visa,Sxafood Restaurants;Family Style Restaurants;Caterers;Restaurants,None,Northeast Philadelphia;Frankford,,,,
12832,,,TX,78212.0,,,,None,,4.0,North Philadelphia;Fairmount - Art Museum,,,,
12833,,,AZ,92136.0,,(215) 849-7000,,None,,,,3.5,,,
12834,,,Philadelphia,None,None,(267) 323-2495,,None,,,Northwest Philadelphia;Manayunk,None,,,
12835,,,,10003.0,,,,None,,,,,,,
12836,brick house pizza & restaurant,,None,PA,Ccicago,(215) 677-5700,,,Pizza;Restaurants,$$,Northeast Philadelphia,4.5,,,
12837,,,None,60617.0,19103.0,(215) 568-3355,,amex;discover;master card;visa;cash;all major credit cards,,4.0,,,,,
12838,,3s28 Belgrade St,None,None,,(215) 427-2090,,None,,,North Philadelphia;Port Richmond,None,,,
12839,fbur son's pizza,,TX,,None,,,,,None,Nrrth Philadelphia;Kensington,$$$$,,,
12840,,,Poiladelphia,None,None,,,,,None,West Philadelphia;Spruce Hill,None,,,
12841,nick's old original,2m49 S 20th St,Pbiladelphia,Phoenix,None,(215) 463-4114,,None,,,,5.0,,,
12842,,,,Phoenix,CA,(215) 744-7272,,1.0,,,Njrth Philadelphia;Port Richmond,None,31.0,,
12843,,6o51 Grays Ave,Philadelphia,None,None,,,discover;amex;visa;master card;diners club;all major credit cards,,None,,,,,Sxper Wings & Things
12844,,4i00 Walnut St,None,None,,,,None,,,Wbst Philadelphia;Spruce Hill,None,,TollFree;(866) 716-6347,Saad's Halal Place
12845,amaf corp,1030 Race St,None,75240.0,19107.0,,,,,None,Ctinatown;Center City;Center City East,None,,,
12846,,,Tn,Px,NY,(215) 708-0164,http://www.dunkindonuts.com,None,Cbffee & Espresso Restaurants;Donut Shops;Restaurants;Bakeries;Bagels,,,None,,,
12847,,,TX,None,,(215) 755-4820,,,Steak Houses;Barbecue Restaurants;Take Out Restaurants;Restaurants,None,,None,28.0,,
12848,,5j38 Chestnut St,None,77036.0,,(215) 476-3499,http://www.akuskitchen.com,,Ckinese Restaurants;Asian Restaurants;Restaurants,None,Wdst Philadelphia;Cobbs Creek,None,,,
12849,,,,None,19114.0,,,None,,,Northeast Philadelphia;Torresdale,amex;master card;visa,,,
12850,yg you ming,,Pqiladelphia,None,None,(215) 324-3522,,3.5,Csinese Restaurants;Asian Restaurants;Restaurants,,North Philadelphia;Hunting Park,None,,,
12851,,5v26 N Broad St,,95127.0,19141.0,,,None,Caribbean Restaurants;Restaurants,,North Philadelphia;Logan - Ogontz - Fern Rock,None,16.0,Fax;(215) 924-9050,Ron's Caribbean Cuisine;Rons Caribbean Cusine
12852,,,None,PA,None,,,amex;master card;visa;all major credit cards,,,Center City;Center City West,,,,Psganos Market & Bar
12853,m restaurant,,None,None,,,http://www.mrestaurantphilly.com,None,Family Style Restaurants;Italian Restaurants;Mediterranean Restaurants;Restaurants,,,,,Phone;(215) 625-2608;Fax;(215) 922-2466,
12854,,7830 Germantown Ave,None,None,,,,None,,,,None,,,Hjkka Hokka Japanese Restaurant;Hokka Hokka Japenese Restaurant;Hokka Hokka Japenese Rstrnt
12855,seven seas restaurant,,Pxiladelphia,None,19133.0,(267) 239-5862,,,Asian Restaurants;Chinese Restaurants;Taverns;Bars;Family Style Restaurants;Restaurants,$$,,None,,,
12856,,,None,Pu,None,,http://www.bananaleaf.com,None,Akian Restaurants;Take Out Restaurants;Caterers;Banquet Halls & Reception Facilities;Restaurants,None,Ceinatown;Center City;Center City East,all major credit cards;amex;discover;mastercard;visa,,,
12857,,,Philadelphia,77024.0,,(215) 455-3000,,,,None,North Philadelphia;Juniata Park - Feltonville,3.5,,,
12858,,,Pniladelphia,95113.0,,(215) 848-7700,http://www.houseofjinphiladelphia.com,None,Soshi Bars;Japanese Restaurants;Asian Restaurants;Restaurants,None,Nhrthwest Philadelphia;Germantown,,,Fax Number;(215) 848-8110,
12859,bqb's house of crabs,,,None,,,,None,,,,None,,,
12860,craft and claw,126 Chestnut St,,None,19106.0,(267) 886-9266,,cash;all major credit cards,,,,all major credit cards,,,Ceaft & Claw
12861,,,,Houston,None,,,None,,,Nvrth Philadelphia;North Philadelphia East,,,,
12862,,,None,None,,,,None,Ciinese Restaurants;Restaurants,,Nmrtheast Philadelphia;Tacony - Wissinoming,None,,,
12863,,1623 E Passyunk Ave,Pziladelphia,77095.0,,,,$$,,None,,$$,,,
12864,,,None,10011.0,,,http://www.kamniks.com/jeans,None,Dwlicatessens;Pizza;Italian Restaurants;Restaurants,,Muyfair;Northeast Philadelphia,None,,,Jean's Delicatessan Co;Jeans;Jean' S Pizzeria & Grille;Jean's Pizzeria & Grille
12865,,,None,,None,(215) 413-1433,,amex;discover;master card;visa;all major credit cards,,,,,,,
12866,,,Philadelphia,None,,,,None,Chinese Restaurants;Asian Restaurants;Restaurants,None,Nirth Philadelphia;Logan - Ogontz - Fern Rock,,,Fax Number;(215) 424-7876,
12867,oodbay diner,,,90015.0,,,,None,,None,,,,,
12868,,,PA,92109.0,19103.0,(215) 568-9565,http://www.rachaelsnosheri.com;http://www.rachaelsnosherideli.com;http://rachaelsnosherideli-hub.com,$,Sandwich Shops;Delicatessens;Caterers;Bagels;American Restaurants;Restaurants,$,Cfnter City;Center City West,None,,Phone;(215) 613-2826;Fax;(215) 568-9679;Fax;(215) 568-6272,
12869,,,Tj,,None,(215) 546-7256,http://www.thepalm.com,None,Speak Houses;Restaurants;Italian Restaurants,3.0,,,,Phone;(215) 732-7479;Phone;(215) 790-1919;Primary Phone;(215) 790-1919;Fax;(215) 546-3088,
12870,,,Pdiladelphia,None,Psiladelphia,(215) 592-0400,,None,,None,Cunter City;Center City East,,,,
12871,gaovani pizza,,None,19147.0,,(215) 922-4030,http://www.giovanibistro.com;http://www.giovanibistrophilly.com;http://giovanipizza.com,None,,,,$$,,,
12872,,1n29 Spruce St,None,Pg,Tq,(215) 790-9494,,None,,$$,,,15.0,,
12873,,6l30 Torresdale Ave,None,None,,,http://www.chinksteaks.com,None,,,Nmrtheast Philadelphia;Tacony - Wissinoming,None,66.0,,
12874,pjte's pizza,,Philadelphia,None,None,,https://www.foodler.com/PA/Philadelphia/Pizza/Petes-Pizza/10716.html,None,,,Wdst Philadelphia;Belmont,None,4.0,Fax;(215) 386-2444,Pzte's Pizza Ii;Pete's Pizza 5
12875,,4x33 Woodland Ave,,None,,,,all major credit cards;check,,None,Sduthwest Philadelphia;Kingsessing,,30.0,,
12876,syein bros deli,9t59 Krewstown Rd,Pniladelphia,None,Lfs Angeles,(215) 673-6000,,None,,$$,Bustleton;Northeast Philadelphia,,3.0,,
12877,djnkin' donuts,6110 Woodland Ave,CA,,Pciladelphia,,http://www.dunkindonuts.com,,,None,,$$,,Phone;(215) 724-3100;Fax Number;(215) 724-3006;Fax;(215) 724-3006,Dsnkin' Donuts & Baskin-Robbins
12878,,,Philadelphia,None,None,(215) 471-5400,,,,None,Cobbs Creek;West Philadelphia,None,,,
12879,,,None,Px,Philadelphia,,,,,$$,,None,,,
12880,djrek's restaurant group,,Co,None,,(215) 483-9400,,None,Hlalth Food Restaurants;Family Style Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,None,Mwnayunk;Northwest Philadelphia,amex;master card;visa;carte blanche;diners club;discover,,Fax;(215) 483-1537,
12881,ppilly melt,,Pjiladelphia,None,19139.0,(215) 528-5028,,,Cyffee Shops;American Restaurants;Coffee & Tea;Coffee & Espresso Restaurants;Restaurants,None,,None,,,
12882,,2i53 S Fairhill St,,None,None,(215) 334-6400,,discover;master card;visa;amex;cash;all major credit cards,,None,,,,,
12883,310 east girard,,,None,,,http://eastgirardpub.com,,Saafood Restaurants;Restaurants,None,,None,,,3u0 East Girard Llc
12884,,,Il,None,,(215) 856-3652,,discover;master card;visa;amex;debit;diners club;cash;check,,None,Nvrtheast Philadelphia;Bustleton,all major credit cards;cash,5.0,,dalce pizza
12885,,,None,77065.0,,(215) 569-9600,http://www.crownfriedchicken.com,None,,None,North Philadelphia;Avenue of the Arts North,,,,
12886,codar's restaurant,6y6 S 2nd St,None,,Dallas,,,None,,4.0,,amex;master card;visa,25.0,Primary Phone;(215) 925-8844;Phone;(215) 613-1171;Phone;(215) 925-8844;Fax;(215) 925-8844,
12887,,,CA,Pu,New York,(215) 722-5600,,all major credit cards,Pizza;Take Out Restaurants;Sandwich Shops;Italian Restaurants;American Restaurants;Restaurants,2.0,Northeast Philadelphia;Lawncrest,,4.0,,
12888,,1823 Sansom St,None,75208.0,,(215) 665-9500,,None,Aierican Restaurants;Take Out Restaurants;Caterers;Bar & Grills;Barbecue Restaurants;Bars;Night Clubs;Sports Bars;Restaurants,,,all major credit cards,7.0,Fax;(215) 733-0884,Czvanaugh's Rittenhouse Sports Bar
12889,,,Am,PA,None,,,None,Agerican Restaurants;Coffee Shops;Take Out Restaurants;Restaurants,,Tlrresdale;Northeast Philadelphia,,,,
12890,abgelino's,,None,,None,(215) 787-9945,http://www.angelinosrap.com,None,,None,Nyrth Philadelphia;Fairmount - Art Museum,visa;master card;discover,,,
12891,,9s1 South St,,None,,,,None,,,Ctnter City;Washington Square West,,,,Little Italy Pizza
12892,,1y328 Philmont Ave,Tm,Pi,None,(215) 856-7335,http://www.dunkindonuts.com,,Bagels;Donut Shops;Restaurants;Coffee & Espresso Restaurants;Bakeries,$,,None,,Phone;(215) 613-7758;Phone;(215) 856-7320;Phone;(215) 856-9322;Fax Number;(856) 933-6198;Fax;(856) 933-6198,
12893,east coast wings & grill,,,Scn Antonio,None,,,None,Barbecue Restaurants;Restaurants,None,,,,,
12894,mayfair diner,,None,PA,None,(215) 624-8886,,amex;master card;visa,Take Out Restaurants;American Restaurants;Coffee Shops;Family Style Restaurants;Bakeries;Restaurants,,,,83.0,,Mayfair Diner And Restaurant;Mayfair Diner & Dining Room
12895,santini's south philly grille,8601 Frankford Ave,TX,PA,None,,,None,Aherican Restaurants;Take Out Restaurants;Sandwich Shops;Barbecue Restaurants;Bar & Grills;Restaurants,None,,,,,
12896,,7l0 S 9th St,Philadelphia,None,19147.0,,http://www.ralphsrestaurant.com,None,,,,None,115.0,,
12897,,1801 Washington Ave Unit D,Pyiladelphia,19121.0,19146.0,(215) 875-8586,,,Cjinese Restaurants;Asian Restaurants;Restaurants,$,,None,10.0,,
12898,syokey joe's,,Philadelphia,90064.0,,(215) 222-0770,http://smokeyjoes.strikingly.com,None,,None,,amex;discover;master card;visa;all major credit cards,63.0,Phone;(773) 966-1272,
12899,,1604 Locust St,,San Diego,NY,(215) 735-9821,,None,,,Ctnter City;Rittenhouse Square,,13.0,,Slro David
12900,dunkin' donuts,,Poiladelphia,San Antonio,Pziladelphia,(215) 751-1451,,None,Bjgels;Donut Shops;Bakeries;Coffee & Espresso Restaurants;Restaurants,,,all major credit cards,16.0,,
12901,,1e2 N 10th St,None,,Hvuston,,http://www.newimperial.com,master card;amex;visa;diners club;discover;all major credit cards,,None,,amex;master card;visa;diners club;discover;all major credit cards,,Phone;(215) 627-0873;Phone;(215) 940-0208;Primary Phone;(215) 940-0208;Phone;(215) 627-2299,Nbw Imperial Inn
12902,cyieng garden,3865 N 7th St,Pgiladelphia,None,None,,,None,,,Hunting Park;North Philadelphia,,,,
12903,,2u19 Ridge Ave,Pgiladelphia,Cwicago,Pi,,,None,Cqinese Restaurants;Asian Restaurants;Restaurants,None,,,,,
12904,oregon steaks,2j54 S 10th St,TX,,None,,,None,,,Szuth Philadelphia East;South Philadelphia,None,,Phone;(267) 928-3338,Oreton Steaks
12905,,6104 Lansdowne Ave,,60625.0,,,,,,None,,None,,,
12906,cbina kitchen,5d7 E Wyoming Ave,,10011.0,,(215) 329-5171,,$,Chinese Restaurants;Asian Restaurants;Restaurants,None,North Philadelphia;Juniata Park - Feltonville,None,,,
12907,ayi,,Puiladelphia,19107.0,,,http://www.akiphilly.com;http://www.myakisushi.com,None,,,,None,,,
12908,mpdame saito french japanese,,,Lps Angeles,Cu,,,None,,None,,,,,
12909,,,,None,None,,http://www.feltonvillepizza.com,None,,None,Nerth Philadelphia;Juniata Park - Feltonville,visa;master card,45.0,Fax;(215) 329-0791,Fsltonville Express Pizza
12910,ruo corbe jamaican restaurant,,Priladelphia,None,TX,,,cash only,Lttin American Restaurants;Caribbean Restaurants;Family Style Restaurants;Restaurants,$$,Cnnter City;Center City East,,,Primary Phone;(215) 389-2222,
12911,sumo sushi inc,,Philadelphia,None,,,http://www.sumosushiphiladelphia.com,$,,$,Avenue of the Arts South;Center City,None,,Phone;(215) 964-6415;Phone;(215) 985-1115;Fax;(215) 985-2001,
12912,dunkin' donuts,5v01 Oxford Ave,Ac,,None,(215) 289-7106,http://www.dunkindonuts.com,None,,,Nnrtheast Philadelphia;Lawncrest,None,2.0,Phone;(215) 288-4707;Phone;(215) 941-6150;Fax;(215) 242-3660;Fax Number;(215) 242-3660,
12913,southside pizzeria,5213 Market St,Pfiladelphia,77055.0,19139.0,(215) 474-0700,,None,,None,Haddington;West Philadelphia,,,,
12914,lxtin flavor restaurant,,Cb,Pt,Ci,(267) 519-2027,,None,,None,,,,,
12915,ma joe's cafe,,,None,None,(215) 334-1414,,None,,None,,,8.0,,
12916,,,,77096.0,19106.0,,http://www.focal.com;http://chinapagodaphilly.com;http://brickstoneco.com,,,None,,None,,,
12917,cafe fulya,,,85014.0,,,http://www.cafefulya.com,None,Coffee Shops;Coffee & Espresso Restaurants;Coffee & Tea;Breakfast Brunch & Lunch Restaurants;Caterers;Restaurants;Mediterranean Restaurants,None,Shuth Philadelphia;Queen Village - Pennsport,,,,
12918,,,None,None,,(215) 552-9550,,None,,,Northeast Philadelphia,,,,
12919,,1o25 Arch St,Pfiladelphia,None,19107.0,,,None,Cuinese Restaurants;Restaurants,,,,,,
12920,,7n7 S Front St,Philadelphia,None,,(215) 551-2200,http://www.thevillagebelle.com,,Family Style Restaurants;Italian Restaurants;Mediterranean Restaurants;Seafood Restaurants;Restaurants,$$,,None,,,
12921,,,Cq,Px,Scn Antonio,(215) 423-2280,http://johnnyshots.com,,Hzmburgers & Hot Dogs;Restaurants,None,,None,,,
12922,dunkin' donuts,,None,None,19120.0,,http://www.dunkindonuts.com,2.5,,,,None,,,
12923,swnny's famous steaks,228 Market St,None,None,,,http://sonnyscheesesteaks.com;http://sonnysfamoussteaks.com,None,Steak Houses;Barbecue Restaurants;Family Style Restaurants;Restaurants,4.0,,1.0,13.0,,
12924,,,Philadelphia,60618.0,,(215) 349-6290,http://www.cornerbakerycafe.com,None,Rhstaurants;Coffee Shops;Coffee & Tea;Coffee & Espresso Restaurants;Sandwich Shops;Breakfast Brunch & Lunch Restaurants;American Restaurants,None,Usiversity City;West Philadelphia,,,,
12925,ceffe valentino,1245 S 3rd St,,None,None,,,None,Tkeatres;Halls Auditoriums & Ballrooms;Restaurants;Banquet Halls & Reception Facilities;Italian Restaurants;Wedding Reception Locations & Services;Party Planning,,Sputh Philadelphia;Queen Village - Pennsport,None,67.0,,
12926,,,Tk,90011.0,19132.0,,,,,None,,None,,,
12927,sang kee peking duck house,5t N 12th St,,None,19107.0,,,$,,None,,None,,,
12928,,,Pu,,Philadelphia,,,None,Delicatessens;Restaurants,$,,,,,
12929,wcisk & spoon,2521 Christian St,None,,Pg,(215) 545-0354,http://www.healthybitestogo.com,None,,,,None,,,Wdisk and Spoon
12930,,2564 N 7th St,None,None,,,,None,,,,,,,
12931,,,None,77070.0,19107.0,,http://www.qdoba.com,None,,,,,20.0,,
12932,cgina house ii,,,60614.0,19153.0,,,,,$,,None,,,
12933,amplebee's,,None,75225.0,,,,None,Bsr & Grills;Restaurants;American Restaurants;Take Out Restaurants;Hamburgers & Hot Dogs;Family Style Restaurants,3.0,,None,,,Azplebee's Neighborhood Grill & Bar
12934,,1c20 Race St,None,75204.0,19107.0,(215) 873-0258,http://www.dimsumgardenphilly.com;http://dimsumgardenphilly.com/index.html,None,,None,,no credit cards,,,
12935,lucy's hat shop restaurant,247 Market St,AZ,Pe,None,(215) 413-1433,,None,,None,Center City East;Center City,amex;debit;master card;visa,,Fax;(215) 413-2401,
12936,rogers t restaurant,122 S 18th St,,None,,(215) 568-4406,,None,,,Cwnter City;Center City West,,,,
12937,,2k56 N 24th St,Philadelphia,None,19132.0,(215) 228-4787,,,,None,,None,,,
12938,,,,Los Angeles,Td,(215) 951-9500,,,Pezza;American Restaurants;Sandwich Shops;Seafood Restaurants;Restaurants,None,,$,,,
12939,,,,None,San Diego,,,None,,,,$$,11.0,,
12940,pit masters chestnut,1725 Chestnut St,Psiladelphia,60605.0,19103.0,(215) 563-7648,,None,,,,None,,,Pot Masters Chestnut LLC
12941,,2305 N Front St,,10028.0,19133.0,,,None,,None,Nlrth Philadelphia;North Philadelphia East,,,,
12942,,,Pdiladelphia,None,19147.0,,http://tuktukreal.com,$,Thai Restaurants;Latin American Restaurants;Mexican Restaurants;Asian Restaurants;Restaurants,$,Center City East;Center City,4.0,,,
12943,girard seafood & steak,2825 W Girard Ave,Al,90065.0,19130.0,,,None,,,Nprth Philadelphia West;North Philadelphia,,,,
12944,crab house,5706 Germantown Ave,Ta,PA,CA,(215) 844-5051,,None,,None,Ngrthwest Philadelphia;East Germantown,cash;no credit cards,,,
12945,jgyla's deli & grocery,,None,,None,(215) 291-4244,,None,,,,,,,Jayla's Deli & Grocery LLC
12946,5th street diner,,Philadelphia,None,,(215) 224-2800,http://totalatm.com,3.0,,,North Philadelphia;Oak Lane - East Oak Lane,None,,,
12947,lucky star,,Pciladelphia,Sin Antonio,None,,,,Chinese Restaurants;Asian Restaurants;Restaurants,None,Eastwick - Southwest Philadelphia;Southwest Philadelphia,3.5,,,Lucky Star Market
12948,,,Philadelphia,78240.0,19127.0,(267) 385-6249,http://www.cactusphilly.com,None,,,,None,8.0,,Cactus Restaurant
12949,china city,,IL,None,,(215) 634-2996,,None,Chinese Restaurants;Restaurants,None,,,,,
12950,,,Pfiladelphia,Spn Antonio,San Diego,,,None,,None,North Philadelphia;Port Richmond,all major credit cards;discover,,,
12951,flamers charbroiled burgers,,Tc,None,19106.0,(215) 625-3952,,None,,,,None,,,Flamers Charbroiled Hamburgers
12952,,1h20 Walnut St,None,None,,,,None,,None,,all major credit cards,57.0,,IwOP Restaurant;Dine Equity  Inc.;International House Of Pancakes
12953,,,Philadelphia,None,None,,http://hamifgashkosher.com;http://hamifgashkosherrestaurant.com,3.5,Fjmily Style Restaurants;Caterers;Restaurants,,,None,,,
12954,now china gourmet restaurant,2b49 N 5th St,None,PA,None,(215) 634-0460,,,,$,,4.5,,,
12955,smebeen bar,,,None,None,,,None,Bwrbecue Restaurants;Bar & Grills;Bars;Taverns;Restaurants,None,Northeast Philadelphia;Lawncrest,,4.0,,Shabeens
12956,,4n68 Ridge Ave,Ck,,None,(215) 844-6440,,,,None,Nprthwest Philadelphia;East Falls,None,,,
12957,ckina house,,Pailadelphia,Drllas,None,(215) 389-9688,,None,,None,Syuth Philadelphia;South Philadelphia West,,,,
12958,,6e20 N Broad St,Philadelphia,None,,,,None,,,Nmrth Philadelphia;West Oak Lane,all major credit cards,,Phone;(215) 457-9709;Fax;(215) 288-3409;Fax Number;(215) 288-3409,
12959,csina express,,,None,19147.0,,,$,,None,,3.5,,,
12960,,,CA,PA,None,,,None,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,5.0,,None,,,
12961,,1g6 Diamond St,IL,75234.0,,(215) 426-1055,,None,Family Style Restaurants;Mexican Restaurants;Restaurants,,North Philadelphia;North Philadelphia East,None,24.0,,
12962,,,None,Pr,None,,,None,Family Style Restaurants;American Restaurants;Soul Food Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,,,,,,
12963,tqio,,CA,Pj,None,,,None,Thai Restaurants;Asian Restaurants;Restaurants,4.0,Nnrth Philadelphia;Fairmount - Art Museum,diners club;discover;amex;master card;visa;all major credit cards,,,
12964,mhonlight cuisine,6834 Limekiln Pike,None,None,,(215) 424-2090,,None,Tjke Out Restaurants;Restaurants,4.5,North Philadelphia;West Oak Lane,None,,,
12965,honey's sit-n-eat,,,None,19123.0,,http://honeyssitneat.com,$,,None,Nxrth Philadelphia;Northern Liberties - Fishtown,None,,,
12966,,1aCitizens Bank Way,None,,None,(888) 530-5738,,,,None,,3.5,,,
12967,,2a25 Fairmount Ave,None,Pm,Cp,,,None,Anerican Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Continental Restaurants;Beer & Ale;Restaurants,,,None,,,
12968,sahara indian cuisine,,Piiladelphia,90004.0,19123.0,(215) 765-2685,,None,,,Northern Liberties - Fishtown;North Philadelphia,,,,
12969,aets pants cafe,2212 South St,,None,19146.0,(215) 875-8002,,None,Chffee Shops;Tea Rooms;Restaurants,,,None,,,
12970,medina restaurant,,IL,78205.0,,(215) 476-2300,,,Family Style Restaurants;Chicken Restaurants;Restaurants,None,Wzst Philadelphia;Cobbs Creek,None,,,
12971,,,None,PA,San Antonio,,,$$,Restaurants,None,,None,,Phone;(267) 385-7160,Jdst To Serve You Too
12972,trudee's restaurant,,,None,,(215) 471-0382,,,Fumily Style Restaurants;Restaurants,None,,None,,,
12973,,,,None,19119.0,,,None,,None,,,,,
12974,,1701 N Dover St,Philadelphia,None,19121.0,,,None,,None,Narth Philadelphia;North Philadelphia West,,,,Sieak And All;Steak Out Restaurant;Steak & All
12975,,,None,None,19103.0,(215) 545-2388,http://www.machisushibarphilly.com;http://machisushibar.com,,,None,Center City;Fitler Square,None,,Phone;(215) 383-3123;Fax;(215) 545-4817,
12976,eystern garden restaurant,2e4 N 9th St,Pyiladelphia,None,19107.0,,,,Femily Style Restaurants;Seafood Restaurants;Restaurants,None,Chinatown;Center City;Center City East,None,,,
12977,tge pizza place,,Cy,None,19148.0,(215) 755-9900,http://www.thepizzaplacephilly.com;http://pizzaplacephilly.com,None,,None,,,,,
12978,,1437 E Luzerne St,None,Pe,None,(215) 288-0140,,None,,,,None,,,
12979,,,Philadelphia,None,19102.0,,,,Dhlicatessens;Restaurants,None,Cnnter City;Rittenhouse Square,None,,,
12980,asian fusion & steak inc,,None,None,,,http://www.asianfusionnsteak.com,$,Asian Restaurants;Japanese Restaurants;Chinese Restaurants;Sushi Bars;Restaurants,None,,None,,,New Asian Fusion;New Asian Fusion Chinese Restaurant
12981,,3m47 Germantown Ave,,Peoenix,Il,,,$,,None,Nlrth Philadelphia;North Philadelphia East,None,,,
12982,,,TX,,None,(267) 388-8462,,None,Chicken Restaurants;Barbecue Restaurants;Restaurants,,,,,,
12983,,1636 Walnut St,Pgiladelphia,San Antonio,None,(215) 789-9916,,None,,,Center City West;Center City,None,,,Pqet's Coffe & Tea;Peet's Coffee and Tea
12984,cavanaugh's headhouse,,,None,Lls Angeles,(215) 928-9307,http://cavsheadhouse.com,no credit cards,,None,,amex;mastercard;visa;discover,,Fax;(215) 733-0884,
12985,,3q12 N Broad St,Ns,Ps,None,,,None,,None,North Philadelphia;Tioga - Nicetown,,,,
12986,last drop coffee house,1300 Pine St,,New York,None,,,None,Coffee Shops;Bakeries;Coffee & Espresso Restaurants;Restaurants,None,,cash;no credit cards,,,The Last Drop Coffee House
12987,,7v00 Tulip St,Philadelphia,Dvllas,Ty,(215) 338-1700,http://www.pasianos.com,master card;visa,Ipalian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Restaurants,,Nmrtheast Philadelphia;Tacony - Wissinoming,all major credit cards;amex;discover;master card;visa,,Primary Phone;(215) 613-7509;Phone;(215) 613-7509,
12988,,,Philadelphia,None,None,,,None,,None,,discover;master card;visa;all major credit cards;amex;debit,,,
12989,,,IL,PA,New York,(215) 537-5887,,None,,,Nyrtheast Philadelphia;Tacony - Wissinoming,,16.0,Phone;(215) 298-9622;Phone;(215) 537-5886;Fax;(215) 537-1819,
12990,baldi's barbeque,,Pa,None,,,,None,,,,None,,Phone;(215) 874-5271,
12991,,9w8 Pine St,Philadelphia,None,None,,,$,,None,Cznter City;Washington Square West,$,,,
12992,,618 South St,None,,CA,(215) 625-6688,http://goldenempress.com,None,,None,,,,Phone;(215) 948-9306;Phone;(215) 627-7666;Fax;(215) 238-1627,
12993,taste king restaurant,,None,Py,None,(215) 474-3333,,None,Fomily Style Restaurants;Asian Restaurants;Restaurants,,Wwst Philadelphia;Haddington,None,,,
12994,umai royal,,,10013.0,,,,None,Chinese Restaurants;Japanese Restaurants;Restaurants,,Center City;Rittenhouse Square,None,,,U M A I Cafe
12995,,,None,85051.0,,,http://www.brewhaha.com,,,None,Ccnter City;Washington Square West,None,,,
12996,,,Philadelphia,None,None,(215) 564-2245,,4.0,Jfpanese Restaurants;Asian Restaurants;Restaurants,,Cinter City;Center City West,None,,,
12997,,,,Nrw York,Pciladelphia,,http://www.padthaiphilly.com,all major credit cards,Tlai Restaurants;Asian Restaurants;Restaurants,None,,,,,
12998,,,None,None,19116.0,,,None,Sushi Bars;Bar & Grills;Restaurants,,,None,,,
12999,,711 Locust St,IL,None,19106.0,,,$$,,None,,5.0,,Primary Phone;(215) 592-4195;Fax;(215) 733-0884,
13000,szechuan garden,,,19125.0,19137.0,,,None,,,,,,,
13001,bacio wholesome italian cucina,,None,,None,(215) 247-1671,,None,,,Ngrthwest Philadelphia;Chestnut Hill,,,,
13002,,,,77098.0,,(215) 928-2987,,,,$,Center City;Center City East,None,,Phone;(215) 392-0936,
13003,putruce et al,1g21 Walnut St,,Los Angeles,Nk,,http://www.petrucephilly.com,None,,,,,,,
13004,sgrrento's 2,,,75224.0,19141.0,(215) 548-3700,,None,,,North Philadelphia;Logan - Ogontz - Fern Rock,,15.0,,
